group,note_id,llm_likelihood,signal_type,primary_signal
2024_review,WABU1zkkOM,38,structure,"Bolded symmetric strength/weakness headers and fluent uniform prose, but contains concrete specifics (Figure 1, 720 A100 GPUs, DeepSpeed partitioning, \citep vs"
2026_meta,X5Q0ABKSPl,18,substance,"This is a meta-review/AC summary with concrete reviewer IDs, scores, and specific rebuttal points (Theorem 1, validation-based model selection); slightly uneven"
2024_review,nGfG7Cq3Qv,15,substance,"Specific engagement (bolded 55% table detail, contrastive-learning suggestion about discarded SA samples, named benchmark domains) with idiosyncratic, slightly "
2026_meta,GG8Ylh71IL,25,substance,"Idiosyncratic AC speculation about a reviewer sandbagging a competitor's paper, plus hedged personal guesses about score changes; concrete paper-specific detail"
2026_meta,zp3e4WwH6H,88,structure,"Fluent, uniformly balanced meta-review prose with generic 'addressed several points effectively... however main outstanding issues remain' scaffolding; few conc"
2026_meta,II6zi5TrwP,3,typography,"Typos and stray Greek characters ('\u03b1\u03bd\u03b4', 'psotove', 'on would'), idiosyncratic first-person doubts, named reviewer ID"
2024_review,pWBUzJdqaJ,8,substance,"Specific typo citations, figure references, reviewer-supplied citations, and third-person 'the reviewer wonders' idiosyncratic voice"
2026_review,FHhQfhzEPu,62,structure,"Mostly fluent symmetric strengths/weaknesses scaffolding with generic phrasing ('Strong and Diverse Empirical Results'), though specific page/line citations and"
2026_meta,OB340aonPo,25,substance,"Meta-review with concrete specifics (VGGT, Pi3, SAM2-Video, per-reviewer score tally) and slightly ungrammatical phrasing ('just the modify 2D positional encode"
2026_review,9BGJrcogz5,25,substance,"Specific engagement with figure panels (Fig 4g GemNet, Fig 2 SchNet divergence) and a supplied external leaderboard URL, with terse ungrammatical fragments ('c)"
2026_review,mDJRdETS8p,48,structure,"Bulleted symmetric scaffolding and generic weakness phrasing, but specific human-supplied citations (Bohte 2011, De Vries 1992, three NeurIPS papers) and number"
2026_review,IA2utca9hl,78,structure,"Fluent, symmetric strengths/weaknesses scaffolding with uniform sentence rhythm and generic hedged phrasing ('leaving the underlying cause somewhat underexplore"
2026_meta,LgUMaBl2If,42,substance,"Meta-review with fluent, generic summarization of rebuttal dynamics and little concrete specifics, but contains a blunt human-sounding caveat ('gain ... is very"
2024_review,EDq0XrYsrh,18,substance,"Highly specific technical engagement with numbered equations (3),(4),(7),(8) and particular symbols (beta, I^k, n, p), with genuine confusion expressed; misplac"
2026_review,ztcZiwWVXn,88,substance,"Fluent, symmetric summary/strengths/weaknesses with generic recommendations ('warranting discussion on potential model compression or pruning strategies'), no s"
2024_review,SBXMI8GnlZ,3,substance,"Frequent typos ('redundency', 'quality' misspellings, 'Specically'), first-person hedging, concrete table/citation-specific critiques supplied by reviewer"
2024_review,t2LtMegwo6,8,substance,"Specific figure references (Figs 13-c, 14-a), reviewer-supplied citations, and pointed idiosyncratic critiques about seed counts and DKL overfitting"
2026_review,wI3gJuTMWo,4,substance,"Idiosyncratic voice, typos ('Max), but without'... 'i know that'), specific engagement with Table 2/Figure 2 and concrete alternative experiments; uneven punctu"
2024_review,fr5xSY7nFj,25,substance,"Specific figure references (Fig 2 time 0-90, Fig 8) and slightly non-native phrasing ('seem like not having', 'punishment strength'), idiosyncratic InfoNCE temp"
2024_review,txb1yfn3cr,15,substance,"Specific concrete complaints (Tables 1 and 5 misplaced, missing InvAV citation, Figure 1 details, MAViL outperforming), slightly non-native phrasing ('the autho"
2026_review,3LmXienZLN,15,substance,"Highly specific engagement (Table 2 modality label, Table 3 latency vs BEVFusion, LaTeX \citep nitpick, reviewer-supplied citations) plus idiosyncratic personal"
2026_review,o7AYdnyVcW,3,substance,"Specific technical critique with reviewer-supplied citation, theorem/figure references, and idiosyncratic exclamation voice"
2024_review,xilUU1MvFX,18,substance,"Idiosyncratic reasoning voice with specific critiques (3*2=6 samples vs 50-100 majority voting, 'It may be an issue with how the paper is written'), non-native "
2026_meta,7YOIJgg7JS,25,structure,"This is an AC meta-review, not a reviewer review; it has idiosyncratic hedged phrasing ('or unchanged') and concrete per-reviewer IDs/score trajectories, though"
2026_meta,Aq0r36tGZE,18,none,"Meta-review with idiosyncratic human errors ('They clarification provided were useful', 'was a one of', 'addressing the concern IMO'), specific engagement and h"
2026_meta,Mp8kMJrCSY,22,substance,"Highly specific technical engagement: names Pi-0 baseline discrepancy vs a cited paper's Table 1, counts of 10 vs 20 evals and the arithmetic implication of a 1"
2026_review,8TcguGSOlQ,40,structure,"Fluent, well-organized but engages with specific paper claims (blueprint section length, quoted phrase); modest LLM-polish feel"
2024_review,Cyy3w18O7t,22,substance,"Idiosyncratic voice with hedged self-disclosed unfamiliarity, subjective phrasing ('I'm not very excited', 'this amazing finding'), and specific dataset/backbon"
2026_review,nVRyatvMSU,12,substance,"Specific engagement (MoL layers, MTR vs QCNet, section 4.4) with hedged first-person reasoning and slightly non-native phrasing"
2026_review,3AK9Pw90wS,55,substance,"Mostly generic, non-specific evaluation with a boilerplate catch-all question ('edge cases or scenarios where the stated assumptions do not hold'), though 'like"
2026_review,oqwTFuo7E0,6,substance,"Concrete paper-specific critiques (green/yellow lines in Fig 2, red vs pink color confusion, misattributed Abbas citation), reviewer-supplied references, first-"
2024_review,sQU3GuUdia,5,substance,"Highly specific engagement: quotes paper text, catches figure mislabeling (Figure 3(a) vs 1(a)), finds index error in Eq. (4), asks about pooling kernel size, s"
2026_review,mXrJ344KCU,4,substance,"Specific line-number and proof-line critiques, supplied citation, non-native phrasing ('serveral', 'Idealy'), concrete experimental suggestions"
2024_review,1furwhivt9,3,substance,"Detailed technical objections about IPM definition, Example 1, redundancy in Theorem 6 assumptions; truncated summary field"
2026_review,24yxMJvnX9,20,substance,"Reviewer supplies a specific outside citation (Vaswani et al. 2021), notes 5x5 GridWorld detail, and admits limited qualification to assess theory — idiosyncrat"
2026_meta,4hqmbwQnEO,25,substance,"Highly specific engagement with named reviewers, quoted comments, figure/table numbers, plus repeated genuine typos (intially, acknowleged, vairance, neccesity,"
2024_review,DaK2EvGn8t,20,substance,"Specific engagement with Figures 6/7 and Table 1, concrete methodological critiques (recursive vs iterative, ground-truth eval), coherent reviewer voice despite"
2026_review,KJM5HPAhUa,72,structure,"Fluent symmetric strengths/weaknesses scaffolding with generic labeled bullets (S1-S4, W1-W4) and abstract-restating summary; only the broken-code-link W5 shows"
2024_review,Tc8Znm5OFc,4,substance,"Highly specific technical engagement: named citations supplied by reviewer, section-specific critiques (Sec 4.3 beam-size reasoning, quoted line from Sec 3.6), "
2026_review,BwnlYCrkEM,12,substance,"Non-native English phrasing ('This paper is lack of', 'but they has a lot of similarity'), reviewer-supplied specific citations (StepGame, Chain-of-Symbol Promp"
2026_meta,Sj8T532zLj,72,substance,"Meta-review with fluent, generic summarization of reviewer consensus; no concrete paper specifics (no method name, figures, baselines named), uniform hedging ph"
2024_review,ScH11uPLAZ,3,substance,"Highly specific engagement (section numbers, Fig. 5 mislabeled as table, reviewer-supplied citations, third-person 'the reviewer' voice, idiosyncratic phrasing "
2024_review,fHaUthwGaD,38,substance,"Mixed: generic symmetric pros/cons and abstract restatement, but supplies specific arXiv links, metric critiques (AUROC vs F1/TPR) and typos ('Its is', 'adopts("
2024_review,7HrhPWlzgf,3,substance,"Highly specific technical engagement (Remark 4.2, NODE(7)/NODE(8) element counts, δ/T projection argument, one- vs two-point estimator choice) with idiosyncrati"
2026_review,97x3WpDMHu,32,substance,"Specific, non-generic critique about the title mismatch and pointed technical questions (obstacle to constant-factor non-uniform rounding, treating fractional s"
2026_meta,5dY4TDwLSu,72,structure,Highly templated AC meta-review with uniform bulleted concern-resolution scaffolding and fluent generic phrasing ('The AC does not find major outstanding concer
2026_meta,WFN1LlxB62,25,substance,"This is a meta-review/AC decision summary, not a review; it contains highly specific per-reviewer IDs, score trajectories, and concrete concern-resolution detai"
2024_review,6t0sP14wzy,4,substance,"Non-native phrasing ('there are still some questions need to be discussed'), specific equation-level critique (Eq. 15 element-wise clipping), strengths section "
2026_review,I4g0y7Mbnd,6,substance,"Specific engagement (Lemma 3.1, Def 3.1, Figs 4/5) plus reviewer-supplied citations and slightly non-native phrasing"
2024_review,z7FZBys2wV,4,substance,"Specific technical nitpicks on Eq. 2-5 derivations, typo spotting, and idiosyncratic phrasing ('is awkward', 'type, should it be non equality?')"
2026_meta,aAGzC3Q7Wi,93,structure,"Meta-review style summary with symmetric 'Addressed/Still Outstanding' scaffolding, uniform fluent prose, and speculative counterfactual reasoning about each re"
2026_meta,KScckG9o8R,72,structure,"This is a meta-review/summary artifact with clean symmetric scaffolding (Addressed vs Outstanding), fluent uniform phrasing, and generic reviewer-concern taxono"
2026_meta,EbaxOnyfhW,18,substance,"Meta-review with specific reviewer IDs, per-reviewer score speculation, and hedged idiosyncratic phrasing ('His concerns', 'which I believe would have let to') "
2026_meta,BhqMDrhMkI,40,substance,"This is a meta-review/AC summary with specific reviewer IDs, named methods (DVRL, GneissWeb, FineWeb-Mask) and per-reviewer score speculation in a personal voic"
2024_review,dMnTa8giA4,18,substance,"Concrete engagement with paper specifics (CCM, c_h notation, abstract's usability/throughput claim, Neo citation) and slightly non-native phrasing"
2026_meta,LlYgE4lLIb,72,structure,"Fluent, templated meta-summary with symmetric 'Addressed/Outstanding' scaffolding and generic phrasing ('theoretical soundness', 'experimental rigor'), though i"
2026_meta,JreRXkYMI4,30,substance,"Fluent meta-review summary but contains human typos ('out of' misspelled as 'our of', stray 'notations/,', 'the the'), and references specific paper content (FI"
2026_meta,fyMrSRqLPU,92,structure,"Fluent, uniformly-rhythmed meta-review with generic scaffolding, awkward placeholder phrasing ('Reviewer also noted', 'another reviewer'), speculative counterfa"
2024_review,XGj9oOJEmH,5,substance,"Reviewer supplies own citations, admits limited expertise on proofs, references specific section 4.4 and concrete alternative NTK scores; idiosyncratic hedged v"
2024_review,ss9qsJSgcW,6,substance,"Supplies specific outside citations (ICML'19, ICCV'21) and a pointed, non-symmetric critique with a genuine curiosity question about AdaContrast"
2026_meta,BStmmvXMdu,40,structure,"Meta-review with idiosyncratic personal commentary ('My only concern...') and per-reviewer ID score speculation, but bulleted 'Concerns Addressed / Outstanding'"
2024_review,nirn48PdzG,3,substance,"Specific citations supplied by reviewer, references to Proposition 3, Table 9, dataset-specific splits; terse non-native phrasing"
2026_review,ibpaZ6jMLY,68,substance,"Fluent, uniformly-phrased strengths with generic praise ('very well written', 'extensive experiments... solid empirical evidence') and symmetric hedged weakness"
2026_review,qetTblP3Y4,15,substance,"Specific engagement with section numbers, named tasks (Darcy-Weisbach, beam deflection), a terse question about 'what is Re?', and uneven phrasing/typos ('Secon"
2026_meta,8OagbtCjnd,88,structure,"Fluent meta-review/AC summary with formulaic scaffolding, phrases like 'exemplary rebuttal' and 'no major outstanding concerns', plus stray artifacts ('capabili"
2026_meta,wIe2jStG6g,93,structure,"This is a meta-review/AC-style summary with rigid bracketed [Addressed]/[Not addressed] scaffolding, uniform bullet rhythm, and formulaic aggregation language ("
2026_review,LW18sMTtFX,15,substance,"Specific line numbers, equation references, named methods, and a supplied citation with full bibliographic details; concrete missing-figure complaint"
2026_meta,6aPmzD1aMp,43,structure,"Meta-review with concrete specifics (KnowTrace, RPG-7B 50K, named backbones) but uniformly fluent, numbered symmetric scaffolding suggesting LLM polishing"
2026_review,WtWCyayC03,15,substance,"Specific technical engagement (Table 1 as training-set eval, x1/x2 feature ablation, OOD critique) with a clear individual argumentative thread rather than gene"
2024_review,XVsrOhLAhY,4,substance,"Specific engagement with Section 4.2/Table 1, quoted phrase from paper, personal opinionated voice and concrete experimental design suggestions"
2026_review,Aw8LekiABq,88,structure,"Uniformly fluent, symmetric strengths/weaknesses scaffolding with generic critiques (no equation/section/figure references), summary that reads as a verdict tem"
2026_review,5rqbrhrxa7,22,substance,"Specific typo list with line numbers, engagement with Kleinberg framework's assumptions, and idiosyncratic critique of modeling choices indicate human authorshi"
2026_meta,9ssi5GFtT1,88,structure,"Uniformly fluent, tidily templated meta-review with bolded/labeled sections, symmetric 'Addressed/Outstanding Concerns' scaffolding and speculative score-projec"
2024_review,1kxbv365Yl,4,substance,"Specific equation references (Eqns 7-10), personal skepticism and hedged voice ('I would be skeptical', 'I feel that there are missing gaps'), idiosyncratic tec"
2026_meta,7uMlqsk4BU,72,structure,"Meta-review style summary with uniform, symmetric scaffolding and fluent generic phrasing ('does not fully dispel the impression', 'strengthening claims of arch"
2024_review,MpwSqoeliN,58,vocabulary,"Fluent, uniformly hedged prose with thesaurus-flavored wording ('captivating', 'perplexing', 'It would be beneficial'), yet contains concrete references (sectio"
2026_meta,tTosnXuoq1,72,structure,"Structured meta-summary with symmetric 'concerns addressed / concerns remain' scaffolding and uniformly fluent bullet phrasing, though specific baselines and re"
2026_review,AuTgQzppwY,18,substance,"Questions cite specific table, line numbers (260-263), algorithm line 7, and named baseline VD Safe with quantitative gap; substantive methodological critique r"
2026_review,AbgT29Ib5D,30,substance,"Concrete notation critique tied to specific sections (y used for both label and output, suggests 'z'), plus specific substantive concerns (GPT-4o self-judging b"
2024_review,SyzxfqGxlW,32,substance,"Supplies two specific citations and references Table 4 and hierarchical level T; CJK enumeration marker '1、' indicates non-native human author, though prose is "
2026_meta,3dOc70sJq1,72,structure,"Fluent, uniformly structured meta-review with formulaic resolution language ('were fully addressed', 'deemed sufficient', 'satisfactorily'), though it does cite"
2026_review,cO61RpmAQ6,72,structure,"Uniform bolded-header bullet scaffolding across all sections with fluent, symmetric prose; specifics are mostly generic though the Gaussian-assumption and annot"
2026_meta,aJdovc4NM1,68,vocabulary,"Fluent meta-summary with generic evaluative phrasing ('solid engineering work', 'thorough and professional rebuttal', 'semantic rather than fundamental'), thoug"
2026_meta,C3vOWjYHWR,72,structure,"This is an AC meta-review summary with highly uniform, symmetric per-reviewer paragraphs ('He/she also suggested...', 'He/she further criticized...'), fluent pa"
2026_review,gHx8tXzKbV,34,substance,"Concrete, paper-specific technical suggestions (concatenated [CLS] fusion, varying lambda, two flow-matching steps inference time) though structure is tidy and "
2026_meta,Eu1eU62Mna,72,structure,"Fluent, uniformly structured meta-review-style summary with generic hedged phrasing ('solid but not yet compelling enough for acceptance at a top-tier venue'), "
2024_review,mZsQGulbci,72,substance,"Generic symmetric strengths/weaknesses with no concrete specifics (no figures, equations, or named baselines), fluent uniform phrasing typical of model drafting"
2026_review,jJtZusq0ZU,72,substance,"Fluent, symmetric scaffolding with generic critiques (no theory bounds, overstated claims) and only one vague citation; little concrete engagement with figures/"
2026_review,P80RcvC8Qj,24,substance,"Specific technical objections tied to Eq. (14) and the query/key construction, with terse missing-space typos ('1.The', '2.The') and uneven phrasing typical of "
2026_meta,PzdLgs0bul,25,substance,"This is an area chair meta-review with specific reviewer IDs, citations (Ni et al. 2023;2024), Definition 4.2 references, and idiosyncratic human traces like a "
2024_review,VWNbIplAkl,22,substance,"Concrete, paper-specific critiques (Table 2 sensitivity score, unnamed metric in Fig. 2, Table 4's five undefined metrics, GPT-4 self-generation bias, MTurk ann"
2024_review,CGGTZtMvYb,4,substance,"Quotes exact typos with section/paragraph locations, specific technical objection about augmentation changing node relations"
2026_meta,9KBlZT58Wy,88,structure,"This is a meta-summary written in uniformly fluent, hedged committee-speak ('not all reviewer concerns are fully alleviated', 'would likely remain mixed'), with"
2026_review,7ZGStaIDPH,15,substance,"Specific, opinionated engagement (Section 4 examples, transaction-fee matrix game, OGDA average vs last iterate, alternating updates) with a distinct evaluative"
2024_review,XAfhPJKJKf,6,substance,"Specific technical engagement (Algorithm 1, reviewer-supplied citation), non-native phrasing, duplicated summary/strengths text"
2026_meta,Xfpen15tHD,30,substance,"Meta-review/AC summary with organized enumerated concerns but concrete specifics (WebQSP, CWQ, p-values) and minor grammatical slips ('Statical test', double sp"
2026_meta,TquZ12voBx,93,structure,"Fluent, uniformly structured meta-review with symmetric per-reviewer templated reasoning ('convincingly addressed', 'thoroughly examined') and generic restating"
2026_meta,UaoJAmUb84,22,substance,"Meta-review with specific reviewer IDs and named baselines (LAPO, A2PO, hyperparameters Q and H), typo 'cocerns', idiosyncratic terse judgments"
2026_review,KP2KuXMjCQ,78,structure,"Fluent, uniformly structured prose with generic praise ('theoretical innovation coupled with practical feasibility', 'mathematical coherence') and few concrete "
2024_review,dXBuIj9RTk,3,substance,"Highly specific expert engagement: named theorems, supplied citations with full bibliographic details, correction about Xu & Raginsky vs Pensia, idiosyncratic s"
2026_review,UBqrikdbYw,72,substance,"Fluent, well-organized summary with enumerated contributions ((i)/(ii)/(iii)) that largely restates the paper; strengths are generic and symmetric-scaffolded, w"
2026_meta,GELK1qo5eI,62,structure,"Mostly generic, symmetric bulleted scaffolding ('Concerns partially addressed' / 'may remain unsolved') with abstract categories (novelty, theory, rigor, robust"
2026_review,0sa1pt9dNg,45,structure,"Heavily templated numbered-category scaffolding with uniform bullet rhythm, but contains concrete specifics (α=128, Table 2, γ=1, BeConcise, DeepSeek-R1-14B bas"
2024_review,DZmLInfUgf,26,substance,"Specific dataset-level engagement (notes VisDA-C exception, DomainNet coverage gaps, suggests varying source datasets in ablation) with slightly awkward parenth"
2026_review,bcaD4bj9MQ,4,substance,"Highly specific critiques tied to exact tables/figures (Table 7, Figure 6 caption duplication), nuanced setting-comparison argument about corruption-agnostic ba"
2024_review,IAbOoIJGCE,3,substance,"Highly specific technical engagement (Def 3.2, Eq. 2, identifiability of U, supplied citations) with idiosyncratic non-native phrasing"
2026_meta,PRz98bal6D,18,substance,"Concrete specifics (TabM baseline, missing AUC/MSE metrics, score guesses like 6642/6444, discussion dynamics) with idiosyncratic AC voice"
2026_review,k71Z6OkDcT,24,substance,"Specific, opinionated critique naming CATH, ProtBERT vs ESM, CSIC; uneven punctuation and lowercase 'iclr' suggest human"
2026_review,gHNYRgbcHO,72,structure,"Fluent symmetric strengths/weaknesses scaffolding with bolded category labels and generic phrasing ('This is a logical way to build a complex algorithm'), thoug"
2026_meta,aXX1hhKXvv,38,structure,"This is a meta-review/AC summary with specific paper details (Helmholtz, Allen-Cahn, L-BFGS, 1D ODEs) and hedged first-person judgment, though the enumerated sy"
2026_meta,BRIlIoubA3,22,substance,"This is a meta-review with highly specific engagement: named reviewers with scores, per-reviewer predictions of score movement, references to specific rebuttal "
2026_review,7TUEmmutGy,78,structure,"Fluent, uniformly structured weakness bullets with generic critique templates (scalability, failure-case analysis, 'modern attacks') and balanced praise; few co"
2024_review,LZiXExM40H,92,substance,"Summary restates abstract; generic hedged weaknesses ('might not be thoroughly addressed', 'too dense for a broader audience') with no specific equations, table"
2024_review,1XJI0CBIk9,10,substance,"Specific critique with reviewer-supplied citations, domain-specific concerns (state-dependent temperature novelty), idiosyncratic uneven phrasing"
2026_meta,mutoYS16OY,3,typography,"Meta-review with typos ('o increase', 'readin') and specific reviewer IDs/score trajectory"
2024_review,upnjUsuIBu,8,substance,"Very specific technical questions referencing Eq. (7), Sec. 4.5, timestep 20, unfair 1-step timing comparison, and speculative follow-up experiment with MobileV"
2026_review,yyXcj0OOW8,24,substance,"Concrete, specific critiques (SVBench Table 1 inconsistency, 32-frame sampling vs 10-min average length, Gemini 2.5 Flash as sole annotator) with slightly non-n"
2026_review,9TNh6zxxqK,22,substance,"Very specific, idiosyncratic complaints (PPS/D-C vs PPLS/D-C inconsistency, citation format 'Ahmadi et al. (2016)', mismatched Pan et al. 2025 reference, suppli"
2024_review,aHPRTyDptQ,4,substance,"Reviewer supplies specific citations, asks about a concurrent paper and rebuttal timing, notes a caption typo ('leverage leverages'), and references a specific "
2026_meta,f2kOmzgXP7,78,structure,"Fluent, uniformly structured meta-review with bolded generic headers and hedged speculation about scores; specifics (SubZero, Theorem 1, Eq 3) present but prese"
2026_meta,xqmfpOK1UB,28,substance,"This is a meta-review/AC summary, terse and telegraphic with concrete reviewer IDs, score trajectories, and specific rebuttal items (TTM+Wan-1.3B, AKD, UCF-101)"
2026_review,xAHmHp9yYO,26,substance,"Specific technical engagement (gamma(x) lower bounds, function-class examples, inexact-Hessian rates) with terse idiosyncratic praise and no symmetric scaffoldi"
2026_review,TrnAsyC6co,28,substance,"Specific named models/datasets (C2S-Scale, CELLXGENE, scGenePT) and a sustained, idiosyncratic focus on evaluator-bias concerns; questions build on each other r"
2026_meta,sYuWifMuU3,24,substance,"This is an AC meta-review summarizing discussion; it contains specific paper-level detail (diffusion vs 3D model, outdoor scenes, single vs multiple image) and "
2026_meta,slK2hSVBbj,72,structure,"Reads as a fluent meta-review summary with symmetric, generic scaffolding ('The rebuttal addresses most of these concerns, although...'), tidy labeled concern c"
2026_meta,Fagg8wZMbi,72,structure,"Reads as a fluent, symmetric meta-review summary with generic hedged phrasing ('cautiously positive', 'would not object to acceptance', 'major concerns ... addr"
2026_review,AjeWa21YMZ,18,substance,"Detailed engagement with specific equations, theorem terms, and a precise technical question about the ratio sigma^2/zeta^2; content-specific critique rather th"
2026_review,7LUAgCCnye,82,structure,"Fluent, uniformly structured strengths/weaknesses with generic methodological suggestions; specifics (Figure 3, benchmark names) are thin and could be lifted fr"
2026_meta,UcxzHpl3hr,8,substance,"Concrete per-reviewer specifics, non-native phrasing and typos ('binary search is expansive', full-width '？' copied from reviewer text), idiosyncratic AC voice"
2024_review,E2nzPvKErn,4,substance,"Specific technical engagement (named baselines GraphARM/SaGess, complexity claim, reviewer's own dataset-distribution hypothesis) with idiosyncratic hedging lik"
2026_meta,zBWJUk3oHB,22,substance,"Meta-review with concrete specifics (GPT-5, o4-mini, Gemini 2.5 Flash), a human typo ('The brutal clarified'), and idiosyncratic hedging"
2024_review,yEI9SYvuES,4,substance,"Highly specific engagement: checked PDB IDs 1QXZ/5M4Q sequence similarity via own BLAST, questions ECOD vs SCOP/CATH, cites a specific arXiv paper, notes 'EX. 6"
2026_review,TrqdU7hz0x,13,substance,"Specific references to Equation 18 in Appendix A.1, Table 4, section 5.5, and reviewer-supplied citation list with idiosyncratic terse notation (w/, –) indicate"
2024_review,SUwbyijqRS,63,substance,"Fluent symmetric strengths list with only generic praise ('reliable', 'novel and diverse', 'comprehensive and convincing') and no concrete specifics—no metric n"
2026_meta,zRn8v759H2,15,substance,First-person idiosyncratic meta-review voice with hedged personal judgments ('I'll not full-heartedly champion it') and specific commentary on reviewer dynamics
2024_review,dgNKuIKA7L,4,substance,"Reviewer supplies specific external citations (BPDA attack breaking SOAP, diffusion purification) and concrete technical critique with own voice"
2026_meta,ueDPV7fFJk,93,structure,"This is a meta-summary of reviews written in uniformly fluent, symmetric scaffolding ('Concerns addressed...', 'Concerns still outstanding (but non-blocking)') "
2026_meta,DVuCy7oySe,15,substance,"This is an AC meta-review with concrete reviewer IDs, scores, and rebuttal-coverage specifics; terse, slightly awkward phrasing ('evidences', 'turn around') sug"
2026_review,Y29Vix7S4t,88,structure,"Uniformly fluent, bolded-header symmetric strengths/weaknesses with generic scaling/overhead critiques; questions restate weaknesses verbatim; no engagement wit"
2026_meta,HRxni0Ov25,25,substance,"This is an AC meta-review, not a reviewer review; it shows idiosyncratic judgment about process (shortened discussion period, per-reviewer score predictions) an"
2026_meta,tXI5DShe0u,72,structure,"Fluent, uniformly structured meta-review with bolded concern headings and reviewer IDs; prose is polished and hedged with formulaic connectives ('However, it do"
2026_review,bQHKzjTbvo,4,substance,"Highly specific technical engagement: supplies external arxiv links, cross-checks Llama 3 MATH numbers against the original paper, questions specific table/figu"
2026_review,Jgtn05osiL,15,substance,"Specific domain engagement (GLM/GFM terminology inconsistency, OmniGenome, BEACON citation supplied by reviewer), numbering slip from 4 to 6, blunt critiques of"
2024_review,0KiYaCKtYx,55,structure,"Fluent symmetric scaffolding and generic weaknesses, but reviewer supplies specific citations (fictitious self-play, TiZero) and a concrete hardware-details que"
2024_review,RfW4ldu5v1,6,substance,"Specific citations supplied by reviewer, idiosyncratic voice ('for lack of a better word', 'more like a user manual'), typos ('adress', 'Simialry'), concrete ta"
2024_review,8Q5VxCS4XQ,4,substance,"Typos ('Jeffries-Mautista', 'allready'), reviewer-supplied specific citations, idiosyncratic uneven phrasing"
2026_review,VlJ4rdEM2p,8,substance,"Highly specific line-number and notation complaints (mem_U vs mem_I argument ordering, typos at lines 141/207, missing detail between lines 251-257), idiosyncra"
2026_review,wqtRGkMu1M,3,substance,"Highly specific engagement (line numbers, equation numbers, figure critiques like 'Fig. 5 is pure noise', values >1 in cosine similarity plot), idiosyncratic vo"
2026_review,3R1gZrtTCj,13,substance,"Concrete specifics (L411, FID 6.17 vs 34.4, MeanFlow/iCT/sCT names, ICLR citation-format nitpick) and a genuine idiosyncratic question about why basis order is "
2024_review,Dw1Y5zRSkp,4,substance,"Non-native phrasing ('scrab various claims'), idiosyncratic terse voice, specific engagement with Section 3/4 details and reviewer-supplied citations"
2026_review,g4zErv0BjT,68,structure,"Fluent, uniformly structured numbered weaknesses with generic-but-plausible critiques; some concrete anchors (Figure 2, Appendix D.2, $r_l$, 64x64) suggest huma"
2026_review,0JNd0lgL2j,30,substance,"Very specific technical objections (Eq. 6→7 derivation, named coefficients, Figure 4 time units, ablation gaps) plus an idiosyncratic sarcastic strengths sectio"
2026_meta,3fTbtIE8Vw,55,structure,"Meta-review with structured enumerated concerns and fluent generic phrasing, but includes specific reviewer IDs and idiosyncratic dropped-off headings ('iv) Wri"
2026_review,wrtMiazyVO,32,substance,"Terse, specific criticisms (train/test overlap on tau-bench, missing ablations) with reviewer-supplied citations; slight formulaic fluency but concrete engageme"
2026_review,QszqtuppNW,75,structure,"Symmetric numbered strengths/weaknesses with generic labels ('Innovative Perspective', 'Strong Practicality') and boilerplate questions (other languages, advers"
2024_review,bRklD21RqZ,3,substance,"Idiosyncratic terse formatting, specific numeric checks (PatchTST 0.129 vs 0.195), page-level language nitpicks"
2026_meta,UWD8nwyrFg,32,structure,"This is a meta-review/AC summary with heavy bold-label scaffolding and uniform 'the concern regarding X was addressed by Y' templating, but it contains very spe"
2026_meta,QqKPp2SnGl,25,substance,"This is a meta-review/AC summary with terse, idiosyncratic non-native phrasing ('Limited novels of the overall retrieval model', 'have a lot of scope of improve"
2026_meta,FZh5QCjn0s,94,structure,"Meta-summary with uniform bulleted scaffolding, hedged predictive phrasing ('Likely unchanged', 'Likely increased significantly (2 → 4)'), and fluent generic ag"
2026_meta,zUGwqey7v6,15,substance,"Meta-review with idiosyncratic phrasing and minor grammatical slips ('the authors provided rebuttal', 'What's more interesting could be'), specific synthesis of"
2026_review,hR0FqhCKi1,62,structure,"Heavy bold-keyword bulleting and generic checklist weaknesses/ablation suggestions, though specific named baselines and a pointed section-3.2 critique suggest h"
2024_review,kOnYIQPpax,13,substance,"Reviewer supplies specific counter-citations (BiAdam, Ji & Liang lower bounds) and concrete rate comparisons, with terse idiosyncratic phrasing"
2026_meta,NppOq8jhpD,72,structure,"Fluent meta-summary with symmetric 'reviewers found X interesting, however concerns' scaffolding and generic phrasing; the few specifics (pseudo-labels, product"
2024_review,SnCAqGLfcq,8,substance,"Terse, opinionated, repeated verbatim across sections, idiosyncratic scope complaint"
2026_review,M5anuq5bHH,42,structure,"Mostly specific technical questions referencing Appendix D, Fig. 3, and hyperparameters k/k'/zeta, but organized in uniform enumerated scaffolding with some red"
2026_review,kwezr7VL7Y,78,structure,"Highly symmetric numbered strengths/weaknesses with uniform rhythm and generic evaluative phrasing ('Cleverly alternates...', 'supporting generalizability and r"
2024_review,5XKLmRCevv,21,substance,"Substantive, idiosyncratic critique focused on two specific conceptual objections (SCS necessity, meta-learning framing) with numbered questions and low-confide"
2026_review,cdSkI86ufJ,62,structure,"Fluent, symmetric scaffolding with generic weaknesses (no equation/figure/section references), though the '29 baselines' detail and pointed averaging-baseline q"
2024_review,8dETbvlNsk,93,substance,"Generic symmetric strengths/weaknesses that restate the abstract; weaknesses 1 and 3 are near-duplicates and mirrored by the questions; no concrete equations, f"
